S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
9056,01-06-2021,Madhya Pradesh,780030,23390,748573,8067
9057,02-06-2021,Madhya Pradesh,781108,20303,752693,8112
9058,03-06-2021,Madhya Pradesh,782099,17136,756806,8157
9059,04-06-2021,Madhya Pradesh,782945,14186,760552,8207
9060,05-06-2021,Madhya Pradesh,783743,12889,762597,8257
9061,06-06-2021,Madhya Pradesh,784461,11344,764822,8295
9062,07-06-2021,Madhya Pradesh,785196,10103,766756,8337
9063,08-06-2021,Madhya Pradesh,785767,8860,768538,8369
9064,09-06-2021,Madhya Pradesh,786302,7983,769914,8405
9065,10-06-2021,Madhya Pradesh,786755,7071,771243,8441
9066,11-06-2021,Madhya Pradesh,787175,6325,772375,8475
9067,12-03-2020,Maharashtra,11,11,0,0
9068,13-03-2020,Maharashtra,11,11,0,0
9069,14-03-2020,Maharashtra,14,14,0,0
9070,15-03-2020,Maharashtra,31,31,0,0
9071,16-03-2020,Maharashtra,32,32,0,0
9072,17-03-2020,Maharashtra,39,38,0,1
9073,18-03-2020,Maharashtra,41,40,0,1
9074,19-03-2020,Maharashtra,45,44,0,1
9075,20-03-2020,Maharashtra,47,46,0,1
9076,21-03-2020,Maharashtra,52,51,0,1
9077,22-03-2020,Maharashtra,67,65,0,2
9078,23-03-2020,Maharashtra,74,72,0,2
9079,24-03-2020,Maharashtra,87,85,0,2
9080,25-03-2020,Maharashtra,89,87,0,2
9081,26-03-2020,Maharashtra,124,120,1,3
9082,27-03-2020,Maharashtra,130,111,15,4
9083,28-03-2020,Maharashtra,180,150,25,5
9084,29-03-2020,Maharashtra,186,155,25,6
9085,30-03-2020,Maharashtra,193,160,25,8
9086,31-03-2020,Maharashtra,216,168,39,9
9087,01-04-2020,Maharashtra,302,254,39,9
9088,02-04-2020,Maharashtra,335,280,42,13
9089,03-04-2020,Maharashtra,335,277,42,16
9090,04-04-2020,Maharashtra,423,362,42,19
9091,05-04-2020,Maharashtra,490,424,42,24
9092,06-04-2020,Maharashtra,690,603,42,45
9093,07-04-2020,Maharashtra,748,647,56,45
9094,08-04-2020,Maharashtra,1018,875,79,64
9095,09-04-2020,Maharashtra,1135,946,117,72
9096,10-04-2020,Maharashtra,1364,1142,125,97
9097,11-04-2020,Maharashtra,1574,1276,188,110
9098,12-04-2020,Maharashtra,1761,1426,208,127
9099,13-04-2020,Maharashtra,1985,1619,217,149
9100,14-04-2020,Maharashtra,2334,1957,217,160
9101,15-04-2020,Maharashtra,2687,2250,259,178
9102,16-04-2020,Maharashtra,2916,2434,295,187
9103,17-04-2020,Maharashtra,3205,2711,300,194
9104,18-04-2020,Maharashtra,3323,2791,331,201
9105,19-04-2020,Maharashtra,3651,3075,365,211
9106,20-04-2020,Maharashtra,4203,3473,507,223
9107,21-04-2020,Maharashtra,4666,3862,572,232
9108,22-04-2020,Maharashtra,5218,4245,722,251
9109,23-04-2020,Maharashtra,5652,4594,789,269
9110,24-04-2020,Maharashtra,6430,5307,840,283
9111,25-04-2020,Maharashtra,6817,5676,840,301
9112,26-04-2020,Maharashtra,7628,6229,1076,323
9113,27-04-2020,Maharashtra,8068,6650,1076,342
9114,28-04-2020,Maharashtra,8590,6939,1282,369
9115,29-04-2020,Maharashtra,9318,7530,1388,400
9116,30-04-2020,Maharashtra,9915,7890,1593,432
9117,01-05-2020,Maharashtra,10498,8266,1773,459
9118,02-05-2020,Maharashtra,11506,9142,1879,485
9119,03-05-2020,Maharashtra,12296,9775,2000,521
9120,04-05-2020,Maharashtra,12974,10311,2115,548
9121,05-05-2020,Maharashtra,14541,11493,2465,583
9122,06-05-2020,Maharashtra,15525,12089,2819,617
9123,07-05-2020,Maharashtra,16758,13013,3094,651
9124,08-05-2020,Maharashtra,17974,13979,3301,694
9125,09-05-2020,Maharashtra,19063,14862,3470,731
9126,10-05-2020,Maharashtra,20228,15649,3800,779
9127,11-05-2020,Maharashtra,22171,17140,4199,832
9128,12-05-2020,Maharashtra,23401,17747,4786,868
9129,13-05-2020,Maharashtra,24427,18381,5125,921
9130,14-05-2020,Maharashtra,25922,19400,5547,975
9131,15-05-2020,Maharashtra,27524,20446,6059,1019
9132,16-05-2020,Maharashtra,29100,21468,6564,1068
9133,17-05-2020,Maharashtra,30706,22483,7088,1135
9134,18-05-2020,Maharashtra,33053,24167,7688,1198
9135,19-05-2020,Maharashtra,35058,25372,8437,1249
9136,20-05-2020,Maharashtra,37136,26172,9639,1325
9137,21-05-2020,Maharashtra,39297,27589,10318,1390
9138,22-05-2020,Maharashtra,41642,28462,11726,1454
9139,23-05-2020,Maharashtra,44582,30482,12583,1517
9140,24-05-2020,Maharashtra,47190,32209,13404,1577
9141,25-05-2020,Maharashtra,50231,33996,14600,1635
9142,26-05-2020,Maharashtra,52667,35186,15786,1695
9143,27-05-2020,Maharashtra,54758,36012,16954,1792
9144,28-05-2020,Maharashtra,56948,37133,17918,1897
9145,29-05-2020,Maharashtra,59546,38948,18616,1982
9146,30-05-2020,Maharashtra,62228,33133,26997,2098
9147,31-05-2020,Maharashtra,65168,34890,28081,2197
9148,01-06-2020,Maharashtra,67655,36040,29329,2286
9149,02-06-2020,Maharashtra,70013,37543,30108,2362
9150,03-06-2020,Maharashtra,72300,38502,31333,2465
9151,04-06-2020,Maharashtra,74860,39944,32329,2587
9152,05-06-2020,Maharashtra,77793,41402,33681,2710
9153,06-06-2020,Maharashtra,80229,42224,35156,2849
9154,07-06-2020,Maharashtra,82968,42609,37390,2969
9155,08-06-2020,Maharashtra,85975,43601,39314,3060
9156,09-06-2020,Maharashtra,88528,44384,40975,3169
9157,10-06-2020,Maharashtra,90787,44860,42638,3289
9158,11-06-2020,Maharashtra,94041,46086,44517,3438
9159,12-06-2020,Maharashtra,97648,47980,46078,3590
9160,13-06-2020,Maharashtra,101141,49628,47796,3717
9161,14-06-2020,Maharashtra,104568,51392,49346,3830
9162,15-06-2020,Maharashtra,107958,53030,50978,3950
9163,16-06-2020,Maharashtra,110744,50567,56049,4128
9164,17-06-2020,Maharashtra,113445,50057,57851,5537
9165,18-06-2020,Maharashtra,116752,51935,59166,5651
9166,19-06-2020,Maharashtra,120504,53915,60838,5751
9167,20-06-2020,Maharashtra,124331,55665,62773,5893
9168,21-06-2020,Maharashtra,128205,58068,64153,5984
9169,22-06-2020,Maharashtra,132075,60161,65744,6170
9170,23-06-2020,Maharashtra,135796,61807,67706,6283
9171,24-06-2020,Maharashtra,139010,62848,69631,6531
9172,25-06-2020,Maharashtra,142900,62369,73792,6739
9173,26-06-2020,Maharashtra,147741,63357,77453,6931
9174,27-06-2020,Maharashtra,152765,65844,79815,7106
9175,28-06-2020,Maharashtra,159133,67615,84245,7273
9176,29-06-2020,Maharashtra,164626,70622,86575,7429
9177,30-06-2020,Maharashtra,169883,73313,88960,7610
9178,01-07-2020,Maharashtra,174761,75995,90911,7855
9179,02-07-2020,Maharashtra,180298,79091,93154,8053
9180,03-07-2020,Maharashtra,186626,77276,101172,8178
9181,04-07-2020,Maharashtra,192990,79927,104687,8376
9182,05-07-2020,Maharashtra,200064,83311,108082,8671
9183,06-07-2020,Maharashtra,206619,86057,111740,8822
9184,07-07-2020,Maharashtra,211987,87699,115262,9026
9185,08-07-2020,Maharashtra,217121,89313,118558,9250
9186,09-07-2020,Maharashtra,223724,91084,123192,9448
9187,10-07-2020,Maharashtra,230599,93673,127259,9667
9188,11-07-2020,Maharashtra,238461,95943,132625,9893
9189,12-07-2020,Maharashtra,246600,99499,136985,10116
9190,13-07-2020,Maharashtra,254427,103813,140325,10289
9191,14-07-2020,Maharashtra,260924,105935,144507,10482
9192,15-07-2020,Maharashtra,267665,107963,149007,10695
9193,16-07-2020,Maharashtra,275640,112099,152613,10928
9194,17-07-2020,Maharashtra,284281,114947,158140,11194
9195,18-07-2020,Maharashtra,292589,120780,160357,11452
9196,19-07-2020,Maharashtra,300937,123678,165663,11596
9197,20-07-2020,Maharashtra,310455,129032,169569,11854
9198,21-07-2020,Maharashtra,318695,131636,175029,12030
9199,22-07-2020,Maharashtra,327031,132538,182217,12276
9200,23-07-2020,Maharashtra,337607,137282,187769,12556
9201,24-07-2020,Maharashtra,347502,140395,194253,12854
9202,25-07-2020,Maharashtra,357117,144018,199967,13132
9203,26-07-2020,Maharashtra,366368,145785,207194,13389
9204,27-07-2020,Maharashtra,375799,148905,213238,13656
9205,28-07-2020,Maharashtra,383723,147896,221944,13883
9206,29-07-2020,Maharashtra,391440,144998,232277,14165
9207,30-07-2020,Maharashtra,400651,146433,239755,14463
9208,31-07-2020,Maharashtra,411798,148454,248615,14729
9209,01-08-2020,Maharashtra,422118,150966,256158,14994
9210,02-08-2020,Maharashtra,431719,149520,266883,15316
9211,03-08-2020,Maharashtra,441228,148843,276809,15576
9212,04-08-2020,Maharashtra,450196,147324,287030,15842
9213,05-08-2020,Maharashtra,457956,142458,299356,16142
9214,06-08-2020,Maharashtra,468265,146268,305521,16476
9215,07-08-2020,Maharashtra,479779,146612,316375,16792
9216,08-08-2020,Maharashtra,490262,145889,327281,17092
9217,09-08-2020,Maharashtra,503084,147355,338362,17367
9218,10-08-2020,Maharashtra,515332,145865,351710,17757
9219,11-08-2020,Maharashtra,524513,148042,358421,18050
9220,12-08-2020,Maharashtra,535601,148860,368435,18306
9221,13-08-2020,Maharashtra,548313,147820,381843,18650
9222,14-08-2020,Maharashtra,560126,150105,390958,19063
9223,15-08-2020,Maharashtra,572734,151865,401442,19427
9224,16-08-2020,Maharashtra,584754,156719,408286,19749
9225,17-08-2020,Maharashtra,595865,158705,417123,20037
9226,18-08-2020,Maharashtra,604358,155579,428514,20265
9227,19-08-2020,Maharashtra,615477,156920,437870,20687
9228,20-08-2020,Maharashtra,628642,160728,446881,21033
9229,21-08-2020,Maharashtra,643289,162806,459124,21359
9230,22-08-2020,Maharashtra,657450,164879,470873,21698
9231,23-08-2020,Maharashtra,671942,169833,480114,21995
9232,24-08-2020,Maharashtra,682383,171859,488271,22253
9233,25-08-2020,Maharashtra,693398,168443,502490,22465
9234,26-08-2020,Maharashtra,703823,166239,514790,22794
9235,27-08-2020,Maharashtra,718711,173195,522427,23089
9236,28-08-2020,Maharashtra,733568,178561,531563,23444
9237,29-08-2020,Maharashtra,747995,181050,543170,23775
9238,30-08-2020,Maharashtra,764281,185467,554711,24103
9239,31-08-2020,Maharashtra,780689,193889,562401,24399
9240,01-09-2020,Maharashtra,792541,194399,573559,24583
9241,02-09-2020,Maharashtra,808306,198866,584537,24903
9242,03-09-2020,Maharashtra,825739,202048,598496,25195
9243,04-09-2020,Maharashtra,843844,205774,612484,25586
9244,05-09-2020,Maharashtra,863062,211325,625773,25964
9245,06-09-2020,Maharashtra,883862,221012,636574,26276
9246,07-09-2020,Maharashtra,907212,236208,644400,26604
9247,08-09-2020,Maharashtra,923641,237292,659322,27027
9248,09-09-2020,Maharashtra,943772,243809,672556,27407
9249,10-09-2020,Maharashtra,967349,253100,686462,27787
9250,11-09-2020,Maharashtra,990795,261798,700715,28282
9251,12-09-2020,Maharashtra,1015681,271934,715023,28724
9252,13-09-2020,Maharashtra,1037765,280138,728512,29115
9253,14-09-2020,Maharashtra,1060308,290716,740061,29531
9254,15-09-2020,Maharashtra,1077374,291630,755850,29894
9255,16-09-2020,Maharashtra,1097856,292174,775273,30409
9256,17-09-2020,Maharashtra,1121221,297506,792832,30883
9257,18-09-2020,Maharashtra,1145840,302135,812354,31351
9258,19-09-2020,Maharashtra,1167496,301273,834432,31791
9259,20-09-2020,Maharashtra,1188015,297866,857933,32216
9260,21-09-2020,Maharashtra,1208642,291630,884341,32671
9261,22-09-2020,Maharashtra,1224380,275017,916348,33015
9262,23-09-2020,Maharashtra,1242770,272809,936554,33407
9263,24-09-2020,Maharashtra,1263799,273883,956030,33886
9264,25-09-2020,Maharashtra,1282963,275404,973214,34345
9265,26-09-2020,Maharashtra,1300757,273190,992806,34761
9266,27-09-2020,Maharashtra,1321176,269535,1016450,35191
9267,28-09-2020,Maharashtra,1339232,273646,1030015,35571
9268,29-09-2020,Maharashtra,1351153,265455,1049947,35751
9269,30-09-2020,Maharashtra,1366129,260789,1069159,36181
9270,01-10-2020,Maharashtra,1384446,259462,1088322,36662
9271,02-10-2020,Maharashtra,1400922,259440,1104426,37056
