S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
13032,04-08-2020,Sikkim,688,390,297,1
13033,05-08-2020,Sikkim,783,483,299,1
13034,06-08-2020,Sikkim,800,496,303,1
13035,07-08-2020,Sikkim,829,475,353,1
13036,08-08-2020,Sikkim,854,447,406,1
13037,09-08-2020,Sikkim,860,389,470,1
13038,10-08-2020,Sikkim,866,371,494,1
13039,11-08-2020,Sikkim,910,399,510,1
13040,12-08-2020,Sikkim,913,378,534,1
13041,13-08-2020,Sikkim,930,379,550,1
13042,14-08-2020,Sikkim,931,349,581,1
13043,15-08-2020,Sikkim,1080,456,623,1
13044,16-08-2020,Sikkim,1148,486,661,1
13045,17-08-2020,Sikkim,1167,493,673,1
13046,18-08-2020,Sikkim,1187,485,701,1
13047,19-08-2020,Sikkim,1207,450,755,2
13048,20-08-2020,Sikkim,1232,440,789,3
13049,21-08-2020,Sikkim,1290,460,827,3
13050,22-08-2020,Sikkim,1336,499,834,3
13051,23-08-2020,Sikkim,1381,507,871,3
13052,24-08-2020,Sikkim,1403,529,871,3
13053,25-08-2020,Sikkim,1446,509,934,3
13054,26-08-2020,Sikkim,1475,418,1054,3
13055,27-08-2020,Sikkim,1486,407,1076,3
13056,28-08-2020,Sikkim,1542,388,1151,3
13057,29-08-2020,Sikkim,1576,389,1184,3
13058,30-08-2020,Sikkim,1602,404,1195,3
13059,31-08-2020,Sikkim,1627,404,1220,3
13060,01-09-2020,Sikkim,1652,424,1225,3
13061,02-09-2020,Sikkim,1670,429,1237,4
13062,03-09-2020,Sikkim,1704,431,1269,4
13063,04-09-2020,Sikkim,1738,430,1304,4
13064,05-09-2020,Sikkim,1843,509,1329,5
13065,06-09-2020,Sikkim,1901,549,1347,5
13066,07-09-2020,Sikkim,1910,534,1371,5
13067,08-09-2020,Sikkim,1939,538,1396,5
13068,09-09-2020,Sikkim,1958,538,1413,7
13069,10-09-2020,Sikkim,1989,553,1429,7
13070,11-09-2020,Sikkim,2009,532,1470,7
13071,12-09-2020,Sikkim,2026,532,1486,8
13072,13-09-2020,Sikkim,2055,541,1503,11
13073,14-09-2020,Sikkim,2086,567,1505,14
13074,15-09-2020,Sikkim,2119,582,1521,16
13075,16-09-2020,Sikkim,2173,464,1690,19
13076,17-09-2020,Sikkim,2221,480,1722,19
13077,18-09-2020,Sikkim,2274,463,1789,22
13078,19-09-2020,Sikkim,2303,422,1857,24
13079,20-09-2020,Sikkim,2423,426,1972,25
13080,21-09-2020,Sikkim,2472,469,1975,28
13081,22-09-2020,Sikkim,2528,513,1986,29
13082,23-09-2020,Sikkim,2594,556,2009,29
13083,24-09-2020,Sikkim,2628,575,2023,30
13084,25-09-2020,Sikkim,2692,607,2054,31
13085,26-09-2020,Sikkim,2785,679,2075,31
13086,27-09-2020,Sikkim,2833,705,2097,31
13087,28-09-2020,Sikkim,2871,692,2146,33
13088,29-09-2020,Sikkim,2896,698,2164,34
13089,30-09-2020,Sikkim,2937,667,2235,35
13090,01-10-2020,Sikkim,3012,672,2303,37
13091,02-10-2020,Sikkim,3050,636,2375,39
13092,03-10-2020,Sikkim,3092,642,2409,41
13093,04-10-2020,Sikkim,3131,640,2448,43
13094,05-10-2020,Sikkim,3174,649,2480,45
13095,06-10-2020,Sikkim,3191,598,2547,46
13096,07-10-2020,Sikkim,3216,580,2587,49
13097,08-10-2020,Sikkim,3234,570,2615,49
13098,09-10-2020,Sikkim,3246,545,2650,51
13099,10-10-2020,Sikkim,3278,504,2721,53
13100,11-10-2020,Sikkim,3321,450,2816,55
13101,12-10-2020,Sikkim,3359,384,2920,55
13102,13-10-2020,Sikkim,3366,384,2925,57
13103,14-10-2020,Sikkim,3417,344,3014,59
13104,15-10-2020,Sikkim,3459,325,3075,59
13105,16-10-2020,Sikkim,3500,312,3129,59
13106,17-10-2020,Sikkim,3531,295,3177,59
13107,18-10-2020,Sikkim,3567,275,3233,59
13108,19-10-2020,Sikkim,3597,272,3265,60
13109,20-10-2020,Sikkim,3601,263,3276,62
13110,21-10-2020,Sikkim,3643,254,3326,63
13111,22-10-2020,Sikkim,3677,253,3361,63
13112,23-10-2020,Sikkim,3727,254,3410,63
13113,24-10-2020,Sikkim,3770,242,3465,63
13114,25-10-2020,Sikkim,3819,266,3490,63
13115,26-10-2020,Sikkim,3835,246,3525,64
13116,27-10-2020,Sikkim,3840,245,3530,65
13117,28-10-2020,Sikkim,3863,262,3534,67
13118,29-10-2020,Sikkim,3875,263,3545,67
13119,30-10-2020,Sikkim,3893,268,3558,67
13120,31-10-2020,Sikkim,3913,254,3591,68
13121,01-11-2020,Sikkim,3940,251,3617,72
13122,02-11-2020,Sikkim,3958,234,3651,73
13123,03-11-2020,Sikkim,3967,239,3655,73
13124,04-11-2020,Sikkim,4004,271,3660,73
13125,05-11-2020,Sikkim,4067,254,3740,73
13126,06-11-2020,Sikkim,4093,240,3778,75
13127,07-11-2020,Sikkim,4144,283,3786,75
13128,08-11-2020,Sikkim,4195,314,3805,76
13129,09-11-2020,Sikkim,4245,273,3894,78
13130,10-11-2020,Sikkim,4257,268,3910,79
13131,11-11-2020,Sikkim,4308,305,3923,80
13132,12-11-2020,Sikkim,4344,291,3971,82
13133,13-11-2020,Sikkim,4368,264,4019,85
13134,14-11-2020,Sikkim,4415,293,4036,86
13135,15-11-2020,Sikkim,4456,296,4073,87
13136,16-11-2020,Sikkim,4498,284,4125,89
13137,17-11-2020,Sikkim,4521,293,4137,91
13138,18-11-2020,Sikkim,4548,312,4144,92
13139,19-11-2020,Sikkim,4577,300,4182,95
13140,20-11-2020,Sikkim,4609,296,4218,95
13141,21-11-2020,Sikkim,4632,265,4271,96
13142,22-11-2020,Sikkim,4691,289,4304,98
13143,23-11-2020,Sikkim,4722,278,4345,99
13144,24-11-2020,Sikkim,4736,230,4406,100
13145,25-11-2020,Sikkim,4777,238,4437,102
13146,26-11-2020,Sikkim,4819,236,4481,102
13147,27-11-2020,Sikkim,4871,268,4501,102
13148,28-11-2020,Sikkim,4908,264,4541,103
13149,29-11-2020,Sikkim,4967,288,4572,107
13150,30-11-2020,Sikkim,4985,268,4609,108
13151,01-12-2020,Sikkim,4989,248,4632,109
13152,02-12-2020,Sikkim,5031,284,4637,110
13153,03-12-2020,Sikkim,5072,300,4661,111
13154,04-12-2020,Sikkim,5100,320,4669,111
13155,05-12-2020,Sikkim,5147,358,4677,112
13156,06-12-2020,Sikkim,5168,367,4686,115
13157,07-12-2020,Sikkim,5197,387,4695,115
13158,08-12-2020,Sikkim,5203,371,4715,117
13159,09-12-2020,Sikkim,5215,363,4735,117
13160,10-12-2020,Sikkim,5239,368,4754,117
13161,11-12-2020,Sikkim,5264,367,4779,118
13162,12-12-2020,Sikkim,5291,363,4810,118
13163,13-12-2020,Sikkim,5316,364,4834,118
13164,14-12-2020,Sikkim,5338,356,4864,118
13165,15-12-2020,Sikkim,5340,303,4919,118
13166,17-12-2020,Sikkim,5398,306,4971,121
13167,18-12-2020,Sikkim,5406,294,4990,122
13168,19-12-2020,Sikkim,5439,304,5012,123
13169,20-12-2020,Sikkim,5561,401,5037,123
13170,21-12-2020,Sikkim,5573,374,5075,124
13171,22-12-2020,Sikkim,5576,360,5092,124
13172,23-12-2020,Sikkim,5610,378,5108,124
13173,24-12-2020,Sikkim,5632,397,5110,125
13174,25-12-2020,Sikkim,5664,420,5119,125
13175,26-12-2020,Sikkim,5684,417,5142,125
13176,27-12-2020,Sikkim,5799,517,5157,125
13177,28-12-2020,Sikkim,5845,547,5173,125
13178,29-12-2020,Sikkim,5845,531,5188,126
13179,30-12-2020,Sikkim,5864,537,5201,126
13180,31-12-2020,Sikkim,5877,532,5218,127
13181,03-01-2021,Sikkim,5911,530,5252,129
13182,04-01-2021,Sikkim,5920,506,5285,129
13183,05-01-2021,Sikkim,5921,485,5307,129
13184,06-01-2021,Sikkim,5938,493,5316,129
13185,07-01-2021,Sikkim,5951,464,5358,129
13186,08-01-2021,Sikkim,5965,465,5371,129
13187,09-01-2021,Sikkim,5979,393,5457,129
13188,10-01-2021,Sikkim,5984,369,5486,129
13189,11-01-2021,Sikkim,5988,351,5508,129
13190,12-01-2021,Sikkim,5989,322,5538,129
13191,13-01-2021,Sikkim,5996,313,5554,129
13192,14-01-2021,Sikkim,6004,311,5564,129
13193,15-01-2021,Sikkim,6011,162,5719,130
13194,16-01-2021,Sikkim,6024,163,5731,130
13195,17-01-2021,Sikkim,6029,158,5741,130
13196,18-01-2021,Sikkim,6038,161,5747,130
13197,19-01-2021,Sikkim,6038,152,5756,130
13198,20-01-2021,Sikkim,6052,156,5765,131
13199,21-01-2021,Sikkim,6057,160,5766,131
13200,22-01-2021,Sikkim,6062,148,5783,131
13201,23-01-2021,Sikkim,6063,140,5792,131
13202,24-01-2021,Sikkim,6068,134,5802,132
13203,25-01-2021,Sikkim,6071,127,5811,133
13204,27-01-2021,Sikkim,6078,104,5841,133
13205,28-01-2021,Sikkim,6079,102,5844,133
13206,29-01-2021,Sikkim,6084,104,5847,133
13207,30-01-2021,Sikkim,6085,97,5855,133
13208,31-01-2021,Sikkim,6088,94,5861,133
13209,01-02-2021,Sikkim,6090,86,5870,134
13210,02-02-2021,Sikkim,6091,82,5874,135
13211,03-02-2021,Sikkim,6096,85,5876,135
13212,04-02-2021,Sikkim,6098,86,5877,135
13213,05-02-2021,Sikkim,6103,82,5886,135
13214,06-02-2021,Sikkim,6105,77,5893,135
13215,07-02-2021,Sikkim,6108,75,5898,135
13216,08-02-2021,Sikkim,6110,70,5905,135
13217,09-02-2021,Sikkim,6110,67,5908,135
13218,10-02-2021,Sikkim,6110,63,5912,135
13219,11-02-2021,Sikkim,6111,60,5916,135
13220,12-02-2021,Sikkim,6113,62,5916,135
13221,13-02-2021,Sikkim,6116,61,5920,135
13222,14-02-2021,Sikkim,6116,59,5922,135
13223,15-02-2021,Sikkim,6118,56,5927,135
13224,16-02-2021,Sikkim,6118,54,5929,135
13225,17-02-2021,Sikkim,6121,56,5930,135
13226,18-02-2021,Sikkim,6121,54,5932,135
13227,19-02-2021,Sikkim,6126,58,5933,135
13228,20-02-2021,Sikkim,6127,54,5938,135
13229,21-02-2021,Sikkim,6128,53,5940,135
13230,22-02-2021,Sikkim,6132,52,5945,135
13231,23-02-2021,Sikkim,6132,49,5948,135
13232,24-02-2021,Sikkim,6132,47,5950,135
13233,25-02-2021,Sikkim,6132,47,5950,135
13234,26-02-2021,Sikkim,6133,43,5955,135
13235,27-02-2021,Sikkim,6135,45,5955,135
13236,01-03-2021,Sikkim,6145,46,5964,135
13237,02-03-2021,Sikkim,6145,45,5965,135
13238,03-03-2021,Sikkim,6147,37,5975,135
13239,04-03-2021,Sikkim,6150,29,5986,135
13240,06-03-2021,Sikkim,6157,35,5987,135
13241,07-03-2021,Sikkim,6167,44,5988,135
13242,08-03-2021,Sikkim,6174,50,5989,135
13243,09-03-2021,Sikkim,6174,50,5989,135
13244,10-03-2021,Sikkim,6175,50,5990,135
13245,11-03-2021,Sikkim,6178,49,5994,135
13246,13-03-2021,Sikkim,6183,54,5994,135
13247,14-03-2021,Sikkim,6184,47,6002,135
13248,15-03-2021,Sikkim,6184,46,6003,135
13249,16-03-2021,Sikkim,6184,41,6008,135
13250,17-03-2021,Sikkim,6191,44,6012,135
13251,18-03-2021,Sikkim,6194,46,6013,135
13252,19-03-2021,Sikkim,6196,48,6013,135
13253,20-03-2021,Sikkim,6199,49,6015,135
13254,21-03-2021,Sikkim,6204,53,6016,135
13255,22-03-2021,Sikkim,6206,54,6017,135
13256,23-03-2021,Sikkim,6206,49,6022,135
13257,24-03-2021,Sikkim,6208,42,6031,135
13258,25-03-2021,Sikkim,6210,43,6032,135
13259,27-03-2021,Sikkim,6215,41,6039,135
13260,28-03-2021,Sikkim,6226,50,6041,135
13261,29-03-2021,Sikkim,6227,44,6048,135
13262,30-03-2021,Sikkim,6227,43,6049,135
13263,31-03-2021,Sikkim,6233,48,6050,135
13264,01-04-2021,Sikkim,6235,47,6053,135
13265,02-04-2021,Sikkim,6241,46,6060,135
13266,03-04-2021,Sikkim,6245,46,6064,135
13267,04-04-2021,Sikkim,6251,48,6068,135
13268,05-04-2021,Sikkim,6257,51,6071,135
13269,06-04-2021,Sikkim,6263,56,6071,136
13270,07-04-2021,Sikkim,6286,65,6085,136
13271,08-04-2021,Sikkim,6317,95,6086,136
13272,09-04-2021,Sikkim,6323,97,6090,136
13273,10-04-2021,Sikkim,6329,101,6092,136
13274,11-04-2021,Sikkim,6351,116,6099,136
13275,12-04-2021,Sikkim,6405,169,6100,136
13276,13-04-2021,Sikkim,6410,161,6113,136
13277,14-04-2021,Sikkim,6435,175,6124,136
13278,15-04-2021,Sikkim,6456,193,6127,136
13279,16-04-2021,Sikkim,6497,229,6132,136
13280,17-04-2021,Sikkim,6519,241,6142,136
13281,18-04-2021,Sikkim,6591,305,6150,136
13282,19-04-2021,Sikkim,6696,399,6161,136
13283,20-04-2021,Sikkim,6705,404,6165,136
13284,21-04-2021,Sikkim,6796,488,6172,136
13285,22-04-2021,Sikkim,6846,536,6174,136
13286,23-04-2021,Sikkim,6970,640,6193,137
13287,24-04-2021,Sikkim,7037,693,6207,137
13288,25-04-2021,Sikkim,7158,798,6223,137
13289,26-04-2021,Sikkim,7306,934,6234,138
13290,27-04-2021,Sikkim,7329,928,6261,140
13291,28-04-2021,Sikkim,7426,982,6302,142
13292,29-04-2021,Sikkim,7577,1106,6328,143
13293,30-04-2021,Sikkim,7747,1247,6354,146
13294,01-05-2021,Sikkim,7952,1432,6373,147
13295,02-05-2021,Sikkim,8211,1647,6416,148
13296,03-05-2021,Sikkim,8441,1808,6484,149
13297,04-05-2021,Sikkim,8468,1723,6595,150
13298,05-05-2021,Sikkim,8698,1930,6617,151
13299,06-05-2021,Sikkim,8919,2050,6714,155
13300,07-05-2021,Sikkim,9183,2256,6769,158
13301,08-05-2021,Sikkim,9451,2398,6893,160
13302,09-05-2021,Sikkim,9651,2528,6958,165
13303,10-05-2021,Sikkim,9878,2637,7074,167
13304,11-05-2021,Sikkim,9924,2540,7215,169
13305,12-05-2021,Sikkim,10165,2739,7249,177
13306,13-05-2021,Sikkim,10392,2866,7343,183
13307,14-05-2021,Sikkim,10392,2866,7343,183
13308,15-05-2021,Sikkim,10623,2946,7485,192
13309,16-05-2021,Sikkim,11070,3010,7857,203
13310,17-05-2021,Sikkim,11410,3096,8109,205
13311,18-05-2021,Sikkim,11480,2937,8333,210
13312,19-05-2021,Sikkim,11689,3050,8427,212
13313,20-05-2021,Sikkim,11955,3092,8649,214
13314,21-05-2021,Sikkim,12204,3122,8865,217
13315,22-05-2021,Sikkim,12521,3175,9126,220
13316,23-05-2021,Sikkim,12808,3194,9393,221
13317,24-05-2021,Sikkim,13132,3317,9591,224
13318,25-05-2021,Sikkim,13233,3184,9817,232
13319,26-05-2021,Sikkim,13511,3370,9904,237
13320,27-05-2021,Sikkim,13806,3422,10145,239
13321,28-05-2021,Sikkim,14214,3604,10370,240
13322,30-05-2021,Sikkim,14907,3831,10829,247
13323,31-05-2021,Sikkim,15171,3961,10960,250
13324,01-06-2021,Sikkim,15317,4021,11043,253
13325,02-06-2021,Sikkim,15626,3992,11377,257
13326,03-06-2021,Sikkim,15876,4103,11513,260
13327,04-06-2021,Sikkim,16165,4184,11718,263
13328,05-06-2021,Sikkim,16518,4250,12002,266
13329,06-06-2021,Sikkim,16771,4218,12285,268
13330,07-06-2021,Sikkim,17111,4306,12532,273
13331,08-06-2021,Sikkim,17170,4051,12846,273
13332,09-06-2021,Sikkim,17425,4018,13132,275
13333,10-06-2021,Sikkim,17656,3869,13511,276
13334,11-06-2021,Sikkim,17943,4040,13624,279
13335,12-03-2020,State assignment pending,0,0,0,0
13336,13-03-2020,State assignment pending,0,0,0,0
13337,14-03-2020,State assignment pending,0,0,0,0
13338,15-03-2020,State assignment pending,0,0,0,0
13339,16-03-2020,State assignment pending,0,0,0,0
13340,17-03-2020,State assignment pending,0,0,0,0
13341,18-03-2020,State assignment pending,0,0,0,0
13342,19-03-2020,State assignment pending,0,0,0,0
13343,20-03-2020,State assignment pending,0,0,0,0
13344,21-03-2020,State assignment pending,0,0,0,0
13345,22-03-2020,State assignment pending,0,0,0,0
13346,23-03-2020,State assignment pending,0,0,0,0
13347,24-03-2020,State assignment pending,0,0,0,0
13348,25-03-2020,State assignment pending,0,0,0,0
13349,26-03-2020,State assignment pending,0,0,0,0
13350,27-03-2020,State assignment pending,0,0,0,0
13351,28-03-2020,State assignment pending,0,0,0,0
13352,29-03-2020,State assignment pending,0,0,0,0
13353,30-03-2020,State assignment pending,0,0,0,0
13354,31-03-2020,State assignment pending,38,38,0,0
13355,03-04-2020,State assignment pending,18,18,,
13356,01-05-2020,State assignment pending,291,291,0,0
13357,02-05-2020,State assignment pending,179,179,0,0
13358,03-05-2020,State assignment pending,124,124,0,0
13359,16-05-2020,State assignment pending,230,230,0,0
13360,17-05-2020,State assignment pending,290,290,0,0
13361,18-05-2020,State assignment pending,410,410,0,0
13362,19-05-2020,State assignment pending,814,814,0,0
13363,20-05-2020,State assignment pending,1096,1096,0,0
13364,21-05-2020,State assignment pending,1403,1403,0,0
13365,22-05-2020,State assignment pending,1620,1620,0,0
13366,23-05-2020,State assignment pending,1899,1899,0,0
13367,24-05-2020,State assignment pending,2338,2338,0,0
13368,25-05-2020,State assignment pending,2642,2642,0,0
13369,26-05-2020,State assignment pending,2970,2970,0,0
13370,27-05-2020,State assignment pending,4013,4013,0,0
13371,28-05-2020,State assignment pending,4332,4332,0,0
13372,29-05-2020,State assignment pending,4673,4673,0,0
13373,30-05-2020,State assignment pending,5043,5043,0,0
13374,31-05-2020,State assignment pending,5491,5491,0,0
13375,01-06-2020,State assignment pending,5630,5630,0,0
13376,02-06-2020,State assignment pending,6414,6414,0,0
13377,03-06-2020,State assignment pending,7123,7123,0,0
13378,04-06-2020,State assignment pending,7483,7483,0,0
13379,05-06-2020,State assignment pending,7610,7610,0,0
13380,06-06-2020,State assignment pending,8192,8192,0,0
13381,07-06-2020,State assignment pending,8605,8605,0,0
13382,08-06-2020,State assignment pending,9189,9189,0,0
13383,09-06-2020,State assignment pending,8803,8803,0,0
13384,10-06-2020,State assignment pending,9227,9227,0,0
13385,11-06-2020,State assignment pending,8931,8931,0,0
13386,12-06-2020,State assignment pending,8315,8315,0,0
13387,13-06-2020,State assignment pending,7984,7984,0,0
13388,14-06-2020,State assignment pending,7436,7436,0,0
13389,15-06-2020,State assignment pending,6972,6972,0,0
13390,16-06-2020,State assignment pending,7684,7684,0,0
13391,17-06-2020,State assignment pending,8273,8273,0,0
13392,18-06-2020,State assignment pending,8703,8703,0,0
13393,19-06-2020,State assignment pending,8927,8927,0,0
13394,20-06-2020,State assignment pending,9265,9265,0,0
13395,21-06-2020,State assignment pending,9127,9127,0,0
13396,22-06-2020,State assignment pending,7832,7832,0,0
13397,23-06-2020,State assignment pending,8015,8015,0,0
13398,24-06-2020,State assignment pending,8141,8141,0,0
13399,25-06-2020,State assignment pending,8493,8493,0,0
13400,26-06-2020,State assignment pending,8123,8123,0,0
13401,27-06-2020,State assignment pending,8023,8023,0,0
13402,28-06-2020,State assignment pending,7839,7839,0,0
13403,29-06-2020,State assignment pending,7285,7285,0,0
13404,30-06-2020,State assignment pending,7004,7004,0,0
13405,01-07-2020,State assignment pending,6915,6915,0,0
13406,02-07-2020,State assignment pending,6832,6832,0,0
13407,03-07-2020,State assignment pending,6031,6031,0,0
13408,04-07-2020,State assignment pending,4999,4999,0,0
13409,05-07-2020,State assignment pending,4629,4629,0,0
13410,06-07-2020,State assignment pending,4913,4913,0,0
13411,07-07-2020,State assignment pending,5034,5034,0,0
13412,08-07-2020,State assignment pending,5018,5018,0,0
13413,09-07-2020,State assignment pending,4385,4385,0,0
13414,10-07-2020,State assignment pending,4161,4161,0,0
13415,11-07-2020,State assignment pending,3416,3416,0,0
13416,12-07-2020,State assignment pending,3024,3024,0,0
13417,13-07-2020,State assignment pending,2358,2358,0,0
13418,14-07-2020,State assignment pending,2179,2179,0,0
13419,15-07-2020,State assignment pending,1524,1524,0,0
13420,16-07-2020,State assignment pending,1285,1285,0,0
13421,17-07-2020,State assignment pending,531,531,0,0
13422,18-07-2020,State assignment pending,163,163,0,0
13423,12-03-2020,Tamil Nadu,1,1,0,0
13424,13-03-2020,Tamil Nadu,1,1,0,0
13425,14-03-2020,Tamil Nadu,1,1,0,0
13426,15-03-2020,Tamil Nadu,1,1,0,0
13427,16-03-2020,Tamil Nadu,1,1,0,0
13428,17-03-2020,Tamil Nadu,1,1,0,0
13429,18-03-2020,Tamil Nadu,1,1,0,0
13430,19-03-2020,Tamil Nadu,2,1,1,0
13431,20-03-2020,Tamil Nadu,3,2,1,0
13432,21-03-2020,Tamil Nadu,3,2,1,0
13433,22-03-2020,Tamil Nadu,7,6,1,0
13434,23-03-2020,Tamil Nadu,9,8,1,0
13435,24-03-2020,Tamil Nadu,12,11,1,0
13436,25-03-2020,Tamil Nadu,15,14,1,0
13437,26-03-2020,Tamil Nadu,26,24,1,1
13438,27-03-2020,Tamil Nadu,29,27,1,1
13439,28-03-2020,Tamil Nadu,40,37,2,1
13440,29-03-2020,Tamil Nadu,42,39,2,1
13441,30-03-2020,Tamil Nadu,50,45,4,1
13442,31-03-2020,Tamil Nadu,74,69,4,1
13443,01-04-2020,Tamil Nadu,124,119,4,1
13444,02-04-2020,Tamil Nadu,234,227,6,1
13445,03-04-2020,Tamil Nadu,309,302,6,1
13446,04-04-2020,Tamil Nadu,411,404,6,1
13447,05-04-2020,Tamil Nadu,485,476,6,3
13448,06-04-2020,Tamil Nadu,571,558,8,5
13449,07-04-2020,Tamil Nadu,621,608,8,5
13450,08-04-2020,Tamil Nadu,690,664,19,7
13451,09-04-2020,Tamil Nadu,738,709,21,8
13452,10-04-2020,Tamil Nadu,834,805,21,8
13453,11-04-2020,Tamil Nadu,911,859,44,8
13454,12-04-2020,Tamil Nadu,969,915,44,10
13455,13-04-2020,Tamil Nadu,1075,1014,50,11
13456,14-04-2020,Tamil Nadu,1173,1104,58,11
13457,15-04-2020,Tamil Nadu,1204,1111,81,12
13458,16-04-2020,Tamil Nadu,1242,1110,118,14
13459,17-04-2020,Tamil Nadu,1267,1072,180,15
13460,18-04-2020,Tamil Nadu,1323,1025,283,15
13461,19-04-2020,Tamil Nadu,1372,992,365,15
13462,20-04-2020,Tamil Nadu,1477,1051,411,15
13463,21-04-2020,Tamil Nadu,1520,1046,457,17
13464,22-04-2020,Tamil Nadu,1596,943,635,18
13465,23-04-2020,Tamil Nadu,1629,949,662,18
13466,24-04-2020,Tamil Nadu,1683,911,752,20
13467,25-04-2020,Tamil Nadu,1755,867,866,22
13468,26-04-2020,Tamil Nadu,1821,838,960,23
13469,27-04-2020,Tamil Nadu,1885,841,1020,24
13470,28-04-2020,Tamil Nadu,1937,812,1101,24
13471,29-04-2020,Tamil Nadu,2058,865,1168,25
13472,30-04-2020,Tamil Nadu,2162,925,1210,27
13473,01-05-2020,Tamil Nadu,2323,1038,1258,27
13474,02-05-2020,Tamil Nadu,2526,1186,1312,28
13475,03-05-2020,Tamil Nadu,2757,1387,1341,29
13476,04-05-2020,Tamil Nadu,3023,1614,1379,30
13477,05-05-2020,Tamil Nadu,3550,2110,1409,31
13478,06-05-2020,Tamil Nadu,4058,2540,1485,33
13479,07-05-2020,Tamil Nadu,4829,3278,1516,35
13480,08-05-2020,Tamil Nadu,5409,3825,1547,37
13481,09-05-2020,Tamil Nadu,6009,4364,1605,40
13482,10-05-2020,Tamil Nadu,6535,4667,1824,44
13483,11-05-2020,Tamil Nadu,7204,5198,1959,47
13484,12-05-2020,Tamil Nadu,8002,5898,2051,53
13485,13-05-2020,Tamil Nadu,8718,6523,2134,61
13486,14-05-2020,Tamil Nadu,9227,6987,2176,64
13487,15-05-2020,Tamil Nadu,9674,7368,2240,66
13488,16-05-2020,Tamil Nadu,10108,7438,2599,71
13489,17-05-2020,Tamil Nadu,10585,6973,3538,74
13490,18-05-2020,Tamil Nadu,11224,6974,4172,78
13491,19-05-2020,Tamil Nadu,11760,7273,4406,81
13492,20-05-2020,Tamil Nadu,12448,7469,4895,84
13493,21-05-2020,Tamil Nadu,13191,7222,5882,87
13494,22-05-2020,Tamil Nadu,13967,7591,6282,94
13495,23-05-2020,Tamil Nadu,14753,7527,7128,98
13496,24-05-2020,Tamil Nadu,15512,7918,7491,103
13497,25-05-2020,Tamil Nadu,16277,7842,8324,111
13498,26-05-2020,Tamil Nadu,17082,8233,8731,118
13499,27-05-2020,Tamil Nadu,17728,8259,9342,127
13500,28-05-2020,Tamil Nadu,18545,8503,9909,133
13501,29-05-2020,Tamil Nadu,19372,8679,10548,145
13502,30-05-2020,Tamil Nadu,20246,8779,11313,154
13503,31-05-2020,Tamil Nadu,21184,9024,12000,160
13504,01-06-2020,Tamil Nadu,22333,9403,12757,173
13505,02-06-2020,Tamil Nadu,23495,10141,13170,184
13506,03-06-2020,Tamil Nadu,24586,10683,13706,197
13507,04-06-2020,Tamil Nadu,25872,11348,14316,208
13508,05-06-2020,Tamil Nadu,27256,12134,14902,220
13509,06-06-2020,Tamil Nadu,28694,12700,15762,232
13510,07-06-2020,Tamil Nadu,30152,13506,16395,251
13511,08-06-2020,Tamil Nadu,31667,14399,16999,269
13512,09-06-2020,Tamil Nadu,33229,15416,17527,286
13513,10-06-2020,Tamil Nadu,34914,16282,18325,307
13514,11-06-2020,Tamil Nadu,36841,17182,19333,326
13515,12-06-2020,Tamil Nadu,38716,17662,20705,349
13516,13-06-2020,Tamil Nadu,40698,18284,22047,367
13517,14-06-2020,Tamil Nadu,42687,18881,23409,397
13518,15-06-2020,Tamil Nadu,44661,19679,24547,435
13519,16-06-2020,Tamil Nadu,46504,20681,25344,479
13520,17-06-2020,Tamil Nadu,48019,20709,26782,528
13521,18-06-2020,Tamil Nadu,50193,21993,27624,576
13522,19-06-2020,Tamil Nadu,52334,23068,28641,625
13523,20-06-2020,Tamil Nadu,54449,23512,30271,666
13524,21-06-2020,Tamil Nadu,56845,24825,31316,704
13525,22-06-2020,Tamil Nadu,59377,25866,32754,757
13526,23-06-2020,Tamil Nadu,62087,27181,34112,794
13527,24-06-2020,Tamil Nadu,64603,28431,35339,833
13528,25-06-2020,Tamil Nadu,67468,28839,37763,866
13529,26-06-2020,Tamil Nadu,70977,30067,39999,911
13530,27-06-2020,Tamil Nadu,74622,32308,41357,957
13531,28-06-2020,Tamil Nadu,78335,33216,44094,1025
13532,29-06-2020,Tamil Nadu,82275,35659,45537,1079
13533,30-06-2020,Tamil Nadu,86224,37334,47749,1141
13534,01-07-2020,Tamil Nadu,90167,38892,50074,1201
13535,02-07-2020,Tamil Nadu,94049,39859,52926,1264
13536,03-07-2020,Tamil Nadu,98392,41050,56021,1321
13537,04-07-2020,Tamil Nadu,102721,42958,58378,1385
13538,05-07-2020,Tamil Nadu,107001,44959,60592,1450
13539,06-07-2020,Tamil Nadu,111151,46863,62778,1510
13540,07-07-2020,Tamil Nadu,114978,46836,66571,1571
13541,08-07-2020,Tamil Nadu,118594,45842,71116,1636
13542,09-07-2020,Tamil Nadu,122350,46483,74167,1700
13543,10-07-2020,Tamil Nadu,126581,46655,78161,1765
13544,11-07-2020,Tamil Nadu,130261,46108,82324,1829
13545,12-07-2020,Tamil Nadu,134226,46413,85915,1898
13546,13-07-2020,Tamil Nadu,138470,46972,89532,1966
13547,14-07-2020,Tamil Nadu,142798,48199,92567,2032
13548,15-07-2020,Tamil Nadu,147324,47915,97310,2099
13549,16-07-2020,Tamil Nadu,151820,47343,102310,2167
13550,17-07-2020,Tamil Nadu,156369,46717,107416,2236
